xmin,ymin,xmax,ymax,width,height,class_id,class_name
1778.1234130859375,952.5953979492188,2357.39111328125,1883.6475830078125,579.2677001953125,931.0521850585938,0.0,person
2756.53369140625,937.5208129882812,3259.939208984375,1586.079345703125,503.405517578125,648.5585327148438,0.0,person
